#SampleID	site_code_Field_No.	Site	plot_number	Year_est	Age	OS_location	Lat_long	Establishment	pH	EC	Cutting	Cattle	Sheep	Plough
GP262		RSPB_orig_green	Q4	2006	15	SU2135640329	51.161815;_-1.6959767	Green_hay_bush	7.99	138.1	0	1	1	0
GP263		RSPB_orig_green	Q7	2006	15	SU2135640329	51.161815;_-1.6959767	Green_hay_bush	7.99	138.1	0	1	1	0
GP264		RSPB_orig_green	Q10	2006	15	SU2135640329	51.161815;_-1.6959767	Green_hay_bush	7.99	138.1	0	1	1	0
GP265		RSPB_orig_green	Q13	2006	15	SU2135640329	51.161815;_-1.6959767	Green_hay_bush	7.99	138.1	0	1	1	0
GP266	25	RSPB_churchil	Q1	2010	11	SU2075340336	51.1619;_-1.7045994	Green_hay_bush	8.01	116.8	0	0	1	0
GP267		RSPB_churchil	Q4	2010	11	SU2075340336	51.1619;_-1.7045994	Green_hay_bush	8.01	116.8	0	0	1	0
GP268		RSPB_churchil	Q7	2010	11	SU2075340336	51.1619;_-1.7045994	Green_hay_bush	8.01	116.8	0	0	1	0
GP269		RSPB_churchil	Q10	2010	11	SU2075340336	51.1619;_-1.7045994	Green_hay_bush	8.01	116.8	0	0	1	0
GP270		RSPB_churchil	Q13	2010	11	SU2075340336	51.1619;_-1.7045994	Green_hay_bush	8.01	116.8	0	0	1	0
GP271	26	RSPB_junction	Q1	2007	14	SU2267739280	51.152332;_-1.6771517	Green_hay_bush	8.41	24.6	0	0	1	0
GP272		RSPB_junction	Q4	2007	14	SU2267739280	51.152332;_-1.6771517	Green_hay_bush	8.41	24.6	0	0	1	0
GP273		RSPB_junction	Q7	2007	14	SU2267739280	51.152332;_-1.6771517	Green_hay_bush	8.41	24.6	0	0	1	0
GP274		RSPB_junction	Q10	2007	14	SU2267739280	51.152332;_-1.6771517	Green_hay_bush	8.41	24.6	0	0	1	0
GP275		RSPB_junction	Q13	2007	14	SU2267739280	51.152332;_-1.6771517	Green_hay_bush	8.41	24.6	0	0	1	0
GP276	27	RSPB_Mainline	Q1	2016	5	SU2250539212	51.151728;_-1.6796151	Green_hay_bush	8.48	23.4	0	0	1	0
GP277		RSPB_Mainline	Q4	2016	5	SU2250539212	51.151728;_-1.6796151	Green_hay_bush	8.48	23.4	0	0	1	0
GP278		RSPB_Mainline	Q7	2016	5	SU2250539212	51.151728;_-1.6796151	Green_hay_bush	8.48	23.4	0	0	1	0
GP279		RSPB_Mainline	Q10	2016	5	SU2250539212	51.151728;_-1.6796151	Green_hay_bush	8.48	23.4	0	0	1	0
GP280		RSPB_Mainline	Q13	2016	5	SU2250539212	51.151728;_-1.6796151	Green_hay_bush	8.48	23.4	0	0	1	0
GP281	28	Baltic_farm_1	Q1	2005	16	SU0459767825	51.40943;_-1.9352946	Green_hay_bush	7.94	29.2	1	1	1	0
GP282		Baltic_farm_1	Q4	2005	16	SU0459767825	51.40943;_-1.9352946	Green_hay_bush	7.94	29.2	1	1	1	0
GP283		Baltic_farm_1	Q7	2005	16	SU0459767825	51.40943;_-1.9352946	Green_hay_bush	7.94	29.2	1	1	1	0
GP284		Baltic_farm_1	Q10	2005	16	SU0459767825	51.40943;_-1.9352946	Green_hay_bush	7.94	29.2	1	1	1	0
GP285		Baltic_farm_1	Q13	2005	16	SU0459767825	51.40943;_-1.9352946	Green_hay_bush	7.94	29.2	1	1	1	0
GP286	29	Baltic_farm_2	Q1	1998	23	SU0306867167	51.403524;_-1.9572835	Green_hay_bush	8.27	29.6	1	1	1	0
GP287		Baltic_farm_2	Q4	1998	23	SU0306867167	51.403524;_-1.9572835	Green_hay_bush	8.27	29.6	1	1	1	0
GP288		Baltic_farm_2	Q7	1998	23	SU0306867167	51.403524;_-1.9572835	Green_hay_bush	8.27	29.6	1	1	1	0
GP289		Baltic_farm_2	Q10	1998	23	SU0306867167	51.403524;_-1.9572835	Green_hay_bush	8.27	29.6	1	1	1	0
GP290		Baltic_farm_2	Q13	1998	23	SU0306867167	51.403524;_-1.9572835	Green_hay_bush	8.27	29.6	1	1	1	0
GP291	30	WestEndFarm	Q1	2019	2	SU0297366901	51.401133;_-1.9586514	Green_hay_bush	8.44	24.1	1	0	1	1
GP292		WestEndFarm	Q4	2019	2	SU0297366901	51.401133;_-1.9586514	Green_hay_bush	8.44	24.1	1	0	1	1
GP293		WestEndFarm	Q7	2019	2	SU0297366901	51.401133;_-1.9586514	Green_hay_bush	8.44	24.1	1	0	1	1
GP294		WestEndFarm	Q10	2019	2	SU0297366901	51.401133;_-1.9586514	Green_hay_bush	8.44	24.1	1	0	1	1
GP295		WestEndFarm	Q13	2019	2	SU0297366901	51.401133;_-1.9586514	Green_hay_bush	8.44	24.1	1	0	1	1
GP296	31	HorntonHouseFarm_1_parallel	Q1	2016	5	SU0584565118	51.385079;_-1.917395	seed_mix	8.6	29.5	1	1	1	0
GP297		HorntonHouseFarm_1_parallel	Q4	2016	5	SU0584565118	51.385079;_-1.917395	seed_mix	8.6	29.5	1	1	1	0
GP298		HorntonHouseFarm_1_parallel	Q7	2016	5	SU0584565118	51.385079;_-1.917395	seed_mix	8.6	29.5	1	1	1	0
GP299		HorntonHouseFarm_1_parallel	Q10	2016	5	SU0584565118	51.385079;_-1.917395	seed_mix	8.6	29.5	1	1	1	0
GP300		HorntonHouseFarm_1_parallel	Q13	2016	5	SU0584565118	51.385079;_-1.917395	seed_mix	8.6	29.5	1	1	1	0
GP301	32	TownsendFarm_1	Q1	2017	4	SU0775065316	51.386837;_-1.8900159	seed_mix	8.2	36.6	1	0	1	0
GP302		TownsendFarm_1	Q4	2017	4	SU0775065316	51.386837;_-1.8900159	seed_mix	8.2	36.6	1	0	1	0
GP303		TownsendFarm_1	Q7	2017	4	SU0775065316	51.386837;_-1.8900159	seed_mix	8.2	36.6	1	0	1	0
GP304		TownsendFarm_1	Q10	2017	4	SU0775065316	51.386837;_-1.8900159	seed_mix	8.2	36.6	1	0	1	0
GP305		TownsendFarm_1	Q13	2017	4	SU0775065316	51.386837;_-1.8900159	seed_mix	8.2	36.6	1	0	1	0
GP306	33	TownsendFarm_2	Q1	2010	11	SU0705164722	51.381505;_-1.9000725	seed_mix	8.45	21.2	1	0	1	0
GP307		TownsendFarm_2	Q4	2010	11	SU0705164722	51.381505;_-1.9000725	seed_mix	8.45	21.2	1	0	1	0
GP308		TownsendFarm_2	Q7	2010	11	SU0705164722	51.381505;_-1.9000725	seed_mix	8.45	21.2	1	0	1	0
GP309		TownsendFarm_2	Q10	2010	11	SU0705164722	51.381505;_-1.9000725	seed_mix	8.45	21.2	1	0	1	0
GP310		TownsendFarm_2	Q13	2010	11	SU0705164722	51.381505;_-1.9000725	seed_mix	8.45	21.2	1	0	1	0
GP311	34	TownsendFarm_3_big	Q1	2014	7	SU0886965184	51.385634;_-1.8739384	Green_hay_bush	7.92	42.7	1	0	1	0
GP312		TownsendFarm_3_big	Q4	2014	7	SU0886965184	51.385634;_-1.8739384	Green_hay_bush	7.92	42.7	1	0	1	0
GP313		TownsendFarm_3_big	Q7	2014	7	SU0886965184	51.385634;_-1.8739384	Green_hay_bush	7.92	42.7	1	0	1	0
GP314		TownsendFarm_3_big	Q10	2014	7	SU0886965184	51.385634;_-1.8739384	Green_hay_bush	7.92	42.7	1	0	1	0
GP315		TownsendFarm_3_big	Q13	2014	7	SU0886965184	51.385634;_-1.8739384	Green_hay_bush	7.92	42.7	1	0	1	0
GP316	35	ChurchFarm	Q1	2012	9	SU0979864321	51.377859;_-1.8606121	seed_mix	8.63	20.7	1	1	1	0
GP317		ChurchFarm	Q4	2012	9	SU0979864321	51.377859;_-1.8606121	seed_mix	8.63	20.7	1	1	1	0
GP318		ChurchFarm	Q7	2012	9	SU0979864321	51.377859;_-1.8606121	seed_mix	8.63	20.7	1	1	1	0
GP319		ChurchFarm	Q10	2012	9	SU0979864321	51.377859;_-1.8606121	seed_mix	8.63	20.7	1	1	1	0
GP320		ChurchFarm	Q13	2012	9	SU0979864321	51.377859;_-1.8606121	seed_mix	8.63	20.7	1	1	1	0
GP321	36	StowellFarms_1_adj	Q1	2015	6	SU1362464180	51.376513;_-1.8056466	seed_mix	6.6	21.8	1	1	1	1
GP322		StowellFarms_1_adj	Q4	2015	6	SU1362464180	51.376513;_-1.8056466	seed_mix	6.6	21.8	1	1	1	1
GP323		StowellFarms_1_adj	Q7	2015	6	SU1362464180	51.376513;_-1.8056466	seed_mix	6.6	21.8	1	1	1	1
GP324		StowellFarms_1_adj	Q10	2015	6	SU1362464180	51.376513;_-1.8056466	seed_mix	6.6	21.8	1	1	1	1
GP325		StowellFarms_1_adj	Q13	2015	6	SU1362464180	51.376513;_-1.8056466	seed_mix	6.6	21.8	1	1	1	1
GP326	37	MannorFmAltonBarnes	Q1	2012	9	SU1211561331	51.35093;_-1.827423	seed_mix	8.07	21.6	1	1	1	0
GP327		MannorFmAltonBarnes	Q4	2012	9	SU1211561331	51.35093;_-1.827423	seed_mix	8.07	21.6	1	1	1	0
GP328		MannorFmAltonBarnes	Q7	2012	9	SU1211561331	51.35093;_-1.827423	seed_mix	8.07	21.6	1	1	1	0
GP329		MannorFmAltonBarnes	Q10	2012	9	SU1211561331	51.35093;_-1.827423	seed_mix	8.07	21.6	1	1	1	0
GP330		MannorFmAltonBarnes	Q13	2012	9	SU1211561331	51.35093;_-1.827423	seed_mix	8.07	21.6	1	1	1	0
GP331	38	HommingtonFarm	Q1	2014	7	SU1332825982	51.033048;_-1.811306	seed_mix	8.22	26.3	1	1	1	1
GP332		HommingtonFarm	Q4	2014	7	SU1332825982	51.033048;_-1.811306	seed_mix	8.22	26.3	1	1	1	1
GP333		HommingtonFarm	Q7	2014	7	SU1332825982	51.033048;_-1.811306	seed_mix	8.22	26.3	1	1	1	1
GP334		HommingtonFarm	Q10	2014	7	SU1332825982	51.033048;_-1.811306	seed_mix	8.22	26.3	1	1	1	1
GP335		HommingtonFarm	Q13	2014	7	SU1332825982	51.033048;_-1.811306	seed_mix	8.22	26.3	1	1	1	1
GP336	39	ThropeManor_1	Q1	2002	19	SU0886123850	51.013962;_-1.8750607	seed_mix	7.54	78.1	1	0	1	0
GP337		ThropeManor_1	Q4	2002	19	SU0886123850	51.013962;_-1.8750607	seed_mix	7.54	78.1	1	0	1	0
GP338		ThropeManor_1	Q7	2002	19	SU0886123850	51.013962;_-1.8750607	seed_mix	7.54	78.1	1	0	1	0
GP339		ThropeManor_1	Q10	2002	19	SU0886123850	51.013962;_-1.8750607	seed_mix	7.54	78.1	1	0	1	0
GP340		ThropeManor_1	Q13	2002	19	SU0886123850	51.013962;_-1.8750607	seed_mix	7.54	78.1	1	0	1	0
GP341	40	ThropeManor_2	Q1	1998	23	SU0843924348	51.018447;_-1.8810649	seed_mix	7.73	28.8	1	0	1	1
GP342		ThropeManor_2	Q4	1998	23	SU0843924348	51.018447;_-1.8810649	seed_mix	7.73	28.8	1	0	1	1
GP343		ThropeManor_2	Q7	1998	23	SU0843924348	51.018447;_-1.8810649	seed_mix	7.73	28.8	1	0	1	1
GP344		ThropeManor_2	Q10	1998	23	SU0843924348	51.018447;_-1.8810649	seed_mix	7.73	28.8	1	0	1	1
GP345		ThropeManor_2	Q13	1998	23	SU0843924348	51.018447;_-1.8810649	seed_mix	7.73	28.8	1	0	1	1
GP346	41	ThropeManor_3	Q1	2000	21	SU0901525189	51.026001;_-1.8728325	seed_mix	8.13	28.5	1	0	1	0
GP347		ThropeManor_3	Q4	2000	21	SU0901525189	51.026001;_-1.8728325	seed_mix	8.13	28.5	1	0	1	0
GP348		ThropeManor_3	Q7	2000	21	SU0901525189	51.026001;_-1.8728325	seed_mix	8.13	28.5	1	0	1	0
