OTU ID	Taxonomy	Whitelands_2018_19	Castle_Field_West_(W)	Toposcope_Field_-_1980s	Bradenham_post-1986_b	Lardon_Chase_The_Holies_motorcycle	Stonehenge_2000_2017a	Stonehenge_2003_2017b	Stonehenge_2009	Stonehenge_2007_2016	Stonehenge_2005	Stonehenge_2002_2017	Stonehenge_2010	Stonehenge_2011	Stonehenge_-_Luxenborough_BankB	Watlington_natural_reversion	St_Catherines_A3	HARLEY_FARMS_Chittern	HARLEY_FARMS_New1	HARLEY_FARMS_new2b	WINDMILL_farm	DRUIDS	Stratton_Wood	WESTMEAD_FARM	RSPB_orig_green	RSPB_churchil	RSPB_junction	RSPB_Mainline	Baltic_farm_1	Baltic_farm_2	WestEndFarm	HorntonHouseFarm_1_parallel	TownsendFarm_1	TownsendFarm_2	TownsendFarm_3_big	ChurchFarm	StowellFarms_1_adj	MannorFmAltonBarnes	HommingtonFarm	ThropeManor_1	ThropeManor_2	ThropeManor_3	MannorFmBroadChalke	BigleyFm_1	BigleyFm_2	NorringtonMannorFm_1	NorringtonMannorFm_2	ManorFmBerwickStJohn_1	ManorFmBerwickStJohn_3	Jemma_1	Jemma_2	Jemma_7	Jemma_4	Jemma_5	Jemma_6	Jemma_9	HomeFarm_WoodlandTrust_Hampshire_good_1c	Crux_easton_70b1	Crux_easton_70b2	Martin_Down_arabel_reversion	Parsonage_down_reversion	TARGET_MartinDown	TARGET_St_Catherines	TARGET_ParsonageDown	TARGET_KNEPP_A New_Barn_Field	Knepp_Pond_field	Knepp_Benton_field
OTU_11	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Keithomyces	0.0	0.0	6.0	15.0	0.0	12.0	27.0	5.0	7.0	11.0	0.0	128.0	13.0	32.0	28.0	349.0	0.0	7.0	139.0	772.0	310.0	123.0	62.0	0.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	6.0	0.0	1181.0	0.0	0.0	718.0	482.0	2.0	229.0	349.0	557.0	9.0	9.0	809.0	364.0	28.0	0.0	15.0	419.0	0.0	0.0	19.0	1913.0	0.0	0.0	440.0	0.0	660.0	360.0	3.0	866.0	235.0	381.0
OTU_12	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierellaceae_gen_Incertae_sedis	8.0	0.0	19.0	32.0	429.0	169.0	223.0	198.0	233.0	229.0	467.0	316.0	119.0	132.0	386.0	642.0	55.0	25.0	55.0	143.0	646.0	104.0	141.0	36.0	243.0	274.0	152.0	249.0	78.0	28.0	0.0	368.0	0.0	103.0	0.0	0.0	1.0	155.0	0.0	1029.0	150.0	266.0	269.0	116.0	149.0	176.0	36.0	103.0	282.0	611.0	414.0	68.0	1016.0	157.0	864.0	1.0	136.0	388.0	742.0	298.0	722.0	797.0	385.0	184.0	4.0	311.0
OTU_13	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;__	138.0	94.0	59.0	165.0	59.0	128.0	190.0	177.0	271.0	356.0	151.0	207.0	247.0	315.0	2.0	32.0	220.0	159.0	185.0	99.0	43.0	105.0	147.0	31.0	68.0	103.0	85.0	156.0	31.0	160.0	215.0	290.0	15.0	136.0	240.0	4.0	239.0	76.0	54.0	159.0	74.0	187.0	52.0	175.0	133.0	32.0	34.0	239.0	176.0	182.0	202.0	160.0	98.0	87.0	88.0	44.0	68.0	138.0	69.0	87.0	7.0	7.0	40.0	29.0	0.0	0.0
OTU_14	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Piskurozymaceae;g__Solicoccozyma	481.0	267.0	35.0	41.0	127.0	126.0	121.0	143.0	157.0	188.0	175.0	130.0	156.0	275.0	397.0	4.0	186.0	44.0	239.0	190.0	116.0	606.0	65.0	106.0	170.0	230.0	74.0	0.0	0.0	0.0	249.0	37.0	198.0	2.0	57.0	2569.0	269.0	64.0	440.0	319.0	88.0	423.0	254.0	133.0	26.0	142.0	350.0	132.0	73.0	16.0	15.0	361.0	183.0	91.0	15.0	913.0	84.0	127.0	155.0	42.0	11.0	592.0	6.0	782.0	61.0	88.0
OTU_15	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae;g__Hygrocybe	0.0	0.0	0.0	339.0	0.0	4714.0	17.0	0.0	0.0	730.0	100.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	348.0	154.0	46.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4048.0	0.0	24.0	0.0	936.0	10.0	0.0	0.0	832.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	199.0	0.0	0.0	0.0	0.0	0.0	2.0	370.0	17.0	0.0	0.0	0.0	0.0
OTU_16	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Clonostachys	123.0	334.0	37.0	94.0	24.0	68.0	63.0	198.0	417.0	177.0	93.0	203.0	305.0	74.0	31.0	40.0	185.0	107.0	109.0	375.0	252.0	75.0	90.0	33.0	150.0	181.0	173.0	172.0	55.0	14.0	139.0	341.0	162.0	312.0	97.0	0.0	239.0	52.0	194.0	161.0	263.0	153.0	75.0	101.0	201.0	96.0	217.0	170.0	58.0	89.0	81.0	264.0	128.0	105.0	54.0	24.0	93.0	111.0	23.0	33.0	13.0	12.0	43.0	285.0	13.0	69.0
OTU_17	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Dermoloma	0.0	0.0	0.0	15.0	0.0	15.0	8.0	0.0	0.0	0.0	16.0	546.0	168.0	0.0	0.0	0.0	0.0	0.0	0.0	133.0	0.0	0.0	0.0	0.0	0.0	431.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	9.0	0.0	8.0	0.0	0.0	0.0	5908.0	0.0
OTU_18	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Helotiales_gen_Incertae_sedis	46.0	818.0	102.0	80.0	225.0	277.0	483.0	751.0	193.0	129.0	512.0	291.0	399.0	63.0	82.0	15.0	105.0	12.0	39.0	115.0	45.0	405.0	312.0	358.0	445.0	618.0	111.0	151.0	75.0	9.0	36.0	98.0	59.0	51.0	9.0	5.0	133.0	640.0	123.0	165.0	120.0	333.0	48.0	104.0	17.0	805.0	397.0	122.0	282.0	116.0	46.0	73.0	472.0	338.0	9.0	1004.0	171.0	475.0	44.0	9.0	6.0	19.0	1.0	4.0	27.0	6.0
OTU_19	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Trimorphomycetaceae;g__Saitozyma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	131.0	255.0	2.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	836.0	0.0	0.0	75.0	23.0	0.0	3.0	0.0	7.0	0.0	0.0	36.0	10.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	1268.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	756.0	466.0	384.0
OTU_20	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Linnemannia	0.0	45.0	327.0	20.0	19.0	76.0	278.0	14.0	32.0	17.0	119.0	181.0	172.0	98.0	127.0	54.0	13.0	0.0	0.0	320.0	14.0	0.0	288.0	21.0	17.0	0.0	0.0	0.0	124.0	0.0	63.0	60.0	28.0	79.0	126.0	110.0	0.0	0.0	213.0	66.0	41.0	210.0	26.0	249.0	42.0	0.0	324.0	313.0	83.0	206.0	44.0	461.0	0.0	62.0	45.0	162.0	652.0	0.0	377.0	135.0	1269.0	14.0	62.0	99.0	37.0	63.0
OTU_21	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Hypocreales_gen_Incertae_sedis	33.0	210.0	131.0	234.0	178.0	22.0	206.0	99.0	120.0	117.0	64.0	119.0	66.0	247.0	61.0	233.0	172.0	33.0	12.0	151.0	153.0	138.0	70.0	35.0	0.0	26.0	17.0	59.0	35.0	130.0	38.0	199.0	28.0	153.0	17.0	149.0	51.0	85.0	165.0	304.0	392.0	65.0	28.0	154.0	88.0	21.0	160.0	169.0	135.0	134.0	24.0	82.0	297.0	89.0	28.0	136.0	55.0	84.0	104.0	115.0	91.0	40.0	60.0	185.0	55.0	92.0
OTU_22	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis	167.0	197.0	35.0	246.0	209.0	186.0	198.0	286.0	1146.0	213.0	119.0	493.0	264.0	341.0	35.0	83.0	134.0	796.0	1325.0	207.0	267.0	464.0	856.0	124.0	89.0	158.0	153.0	44.0	106.0	227.0	118.0	148.0	0.0	286.0	184.0	4.0	118.0	77.0	132.0	197.0	208.0	176.0	102.0	140.0	125.0	244.0	263.0	108.0	964.0	205.0	144.0	207.0	218.0	318.0	125.0	92.0	185.0	169.0	210.0	71.0	145.0	15.0	62.0	191.0	4.0	173.0
OTU_23	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Dactylonectria	212.0	156.0	75.0	269.0	103.0	70.0	172.0	142.0	150.0	86.0	73.0	136.0	182.0	94.0	29.0	74.0	215.0	28.0	68.0	258.0	205.0	77.0	235.0	234.0	180.0	240.0	75.0	542.0	32.0	9.0	35.0	171.0	112.0	175.0	51.0	0.0	142.0	156.0	290.0	134.0	96.0	73.0	78.0	144.0	176.0	240.0	172.0	125.0	41.0	113.0	138.0	104.0	160.0	177.0	68.0	4.0	109.0	104.0	57.0	110.0	21.0	59.0	183.0	17.0	0.0	17.0
OTU_24	k__Fungi;p__Zoopagomycota;c__Zoopagomycetes;o__Zoopagales;f__Piptocephalidaceae;g__Syncephalis	86.0	231.0	88.0	44.0	82.0	112.0	141.0	147.0	248.0	266.0	194.0	278.0	230.0	172.0	256.0	66.0	92.0	146.0	137.0	53.0	65.0	166.0	26.0	158.0	222.0	84.0	103.0	266.0	45.0	109.0	60.0	56.0	20.0	42.0	463.0	6.0	371.0	87.0	40.0	21.0	59.0	74.0	74.0	31.0	89.0	42.0	35.0	36.0	566.0	108.0	93.0	31.0	103.0	158.0	37.0	176.0	25.0	64.0	61.0	230.0	10.0	27.0	103.0	143.0	4.0	112.0
OTU_25	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pyrenochaetopsidaceae;g__Pyrenochaetopsis	185.0	174.0	49.0	21.0	54.0	23.0	51.0	26.0	37.0	50.0	43.0	201.0	36.0	147.0	4.0	135.0	42.0	166.0	67.0	330.0	71.0	15.0	156.0	101.0	63.0	23.0	29.0	60.0	27.0	0.0	28.0	48.0	248.0	39.0	180.0	3.0	86.0	45.0	169.0	78.0	67.0	31.0	22.0	78.0	36.0	10.0	147.0	96.0	28.0	39.0	20.0	30.0	54.0	49.0	15.0	7.0	144.0	33.0	47.0	37.0	51.0	107.0	24.0	119.0	19.0	137.0
OTU_26	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__Pichia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1557.0	0.0	158.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_27	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae;g__Cuphophyllus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	617.0	0.0	0.0	70.0	897.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_28	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Schizothecium	538.0	107.0	26.0	26.0	23.0	79.0	603.0	74.0	47.0	144.0	93.0	570.0	491.0	146.0	26.0	4.0	157.0	212.0	119.0	98.0	18.0	9.0	18.0	116.0	14.0	23.0	22.0	140.0	0.0	99.0	16.0	102.0	0.0	224.0	31.0	0.0	212.0	0.0	23.0	9.0	8.0	11.0	0.0	3.0	16.0	3.0	4.0	0.0	8.0	165.0	112.0	26.0	0.0	36.0	5.0	0.0	1.0	118.0	29.0	75.0	2.0	0.0	248.0	46.0	6.0	49.0
OTU_29	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycopsidaceae;g__Saccharomycopsis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	940.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_30	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Botryotrichum	21.0	46.0	19.0	0.0	183.0	23.0	35.0	35.0	29.0	28.0	74.0	94.0	129.0	451.0	0.0	0.0	87.0	131.0	242.0	30.0	12.0	22.0	11.0	0.0	3.0	16.0	0.0	82.0	0.0	232.0	23.0	59.0	0.0	96.0	77.0	0.0	15.0	5.0	11.0	16.0	10.0	0.0	0.0	30.0	6.0	16.0	0.0	5.0	11.0	1.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	10.0	9.0	0.0	0.0	41.0	0.0	0.0	0.0
OTU_31	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Nectriopsis	0.0	0.0	0.0	0.0	2.0	68.0	12.0	126.0	179.0	2.0	31.0	253.0	71.0	0.0	17.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	18.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	1.0	0.0	12.0	146.0	50.0	58.0	7.0	24.0	3.0	5.0	23.0	46.0	11.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	48.0	12.0	108.0	26.0	0.0	0.0	0.0	0.0
OTU_32	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Tetracladium	239.0	176.0	5.0	69.0	32.0	57.0	99.0	144.0	52.0	53.0	69.0	94.0	158.0	63.0	153.0	6.0	89.0	161.0	42.0	102.0	74.0	376.0	162.0	70.0	77.0	259.0	196.0	267.0	0.0	0.0	9.0	53.0	59.0	75.0	99.0	0.0	260.0	34.0	39.0	82.0	66.0	199.0	0.0	60.0	41.0	48.0	30.0	27.0	41.0	34.0	56.0	158.0	10.0	15.0	32.0	5.0	25.0	42.0	72.0	45.0	143.0	0.0	16.0	13.0	0.0	0.0
OTU_33	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__Clavulinopsis	0.0	0.0	16.0	75.0	0.0	0.0	89.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	24.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	598.0	0.0	0.0	224.0	11.0	0.0	0.0	100.0	18.0	4.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	13.0	36.0	14.0	81.0	0.0	45.0	0.0	0.0	0.0
OTU_34	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Trichosporiella	55.0	0.0	0.0	185.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	124.0	0.0	17.0	0.0	0.0	0.0	0.0	185.0	59.0	50.0	45.0	0.0	95.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	72.0	0.0	39.0	0.0	0.0	0.0	0.0	75.0	31.0	0.0	0.0	53.0	0.0	0.0	66.0	12.0	0.0	69.0	0.0	62.0	77.0	0.0	50.0	24.0	0.0	50.0	0.0	0.0	35.0	0.0	0.0	0.0
OTU_35	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Humicola	5.0	0.0	2.0	242.0	109.0	41.0	94.0	179.0	166.0	175.0	105.0	72.0	28.0	192.0	71.0	179.0	127.0	184.0	158.0	28.0	8.0	184.0	87.0	46.0	36.0	18.0	19.0	343.0	0.0	0.0	0.0	63.0	0.0	173.0	15.0	24.0	8.0	4.0	11.0	124.0	30.0	0.0	8.0	47.0	8.0	79.0	0.0	0.0	10.0	9.0	13.0	39.0	7.0	24.0	22.0	79.0	5.0	0.0	73.0	288.0	31.0	135.0	196.0	41.0	53.0	76.0
OTU_36	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Niessliaceae;g__Niesslia	7.0	13.0	7.0	40.0	59.0	118.0	57.0	163.0	172.0	165.0	98.0	87.0	59.0	141.0	19.0	125.0	16.0	100.0	92.0	46.0	68.0	27.0	113.0	116.0	180.0	296.0	33.0	0.0	0.0	0.0	0.0	39.0	0.0	76.0	20.0	0.0	9.0	140.0	79.0	78.0	247.0	94.0	48.0	120.0	6.0	92.0	57.0	70.0	49.0	28.0	46.0	0.0	42.0	32.0	0.0	1.0	0.0	47.0	39.0	63.0	37.0	78.0	41.0	50.0	13.0	39.0
OTU_37	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lycoperdaceae;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	86.0	37.0	0.0	0.0	23.0	160.0	0.0	0.0	131.0	19.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	101.0	0.0	0.0	0.0	0.0
