id	site_code	Site	plot_number	Year_est	Age	OS_location	Lat_long	Establishment	Cutting	Cattle	Sheep	Plough	pH_category	Age_category	shannon_entropy
GF179	NA	Stonehenge_2003_2017b	Q10	2003	18	SU1150041600	51.173525, -1.8368821	Green_hay_bush	No	Yes	Yes	Yes	Below_median	Above_median	6.78427540996576
GF180	NA	Stonehenge_2003_2017b	Q13	2003	18	SU1150041600	51.173525, -1.8368821	Green_hay_bush	No	Yes	Yes	Yes	Below_median	Above_median	6.11450701457236
GF181	8	Stonehenge_2009	Q1	2009	12	SU1050041700	51.174443, -1.8511833	Green_hay_bush	No	No	Yes	Yes	Below_median	Below_median	6.55693682006936
GF182	NA	Stonehenge_2009	Q4	2009	12	SU1050041700	51.174443, -1.8511833	Green_hay_bush	No	No	Yes	Yes	Below_median	Below_median	6.35148583998944
GF183	NA	Stonehenge_2009	Q7	2009	12	SU1050041700	51.174443, -1.8511833	Green_hay_bush	No	No	Yes	Yes	Below_median	Below_median	6.41018048822243
GF184	NA	Stonehenge_2009	Q10	2009	12	SU1050041700	51.174443, -1.8511833	Green_hay_bush	No	No	Yes	Yes	Below_median	Below_median	7.30977580559865
GF185	NA	Stonehenge_2009	Q13	2009	12	SU1050041700	51.174443, -1.8511833	Green_hay_bush	No	No	Yes	Yes	Below_median	Below_median	7.04553418069865
GF186	9	Stonehenge_2007_2016	Q1	2007	14	SU1100041900	51.176233, -1.8440251	Green_hay_bush	No	Yes	Yes	Yes	Below_median	Below_median	6.23400404441361
GF187	NA	Stonehenge_2007_2016	Q4	2007	14	SU1100041900	51.176233, -1.8440251	Green_hay_bush	No	Yes	Yes	Yes	Below_median	Below_median	4.36381660799481
GF188	NA	Stonehenge_2007_2016	Q7	2007	14	SU1100041900	51.176233, -1.8440251	Green_hay_bush	No	Yes	Yes	Yes	Below_median	Below_median	6.4046297739123
GF189	NA	Stonehenge_2007_2016	Q10	2007	14	SU1100041900	51.176233, -1.8440251	Green_hay_bush	No	Yes	Yes	Yes	Below_median	Below_median	6.56632497767402
GF190	NA	Stonehenge_2007_2016	Q13	2007	14	SU1100041900	51.176233, -1.8440251	Green_hay_bush	No	Yes	Yes	Yes	Below_median	Below_median	5.40963449346446
GF191	10	Stonehenge_2005	Q1	2005	16	SU1140042200	51.178922, -1.8382937	Green_hay_bush	No	No	Yes	Yes	Below_median	Above_median	5.17245790778274
GF192	NA	Stonehenge_2005	Q4	2005	16	SU1140042200	51.178922, -1.8382937	Green_hay_bush	No	No	Yes	Yes	Below_median	Above_median	5.67462518612218
GF193	NA	Stonehenge_2005	Q7	2005	16	SU1140042200	51.178922, -1.8382937	Green_hay_bush	No	No	Yes	Yes	Below_median	Above_median	5.6570731113375
GF194	NA	Stonehenge_2005	Q10	2005	16	SU1140042200	51.178922, -1.8382937	Green_hay_bush	No	No	Yes	Yes	Below_median	Above_median	6.29592933084757
GF195	NA	Stonehenge_2005	Q13	2005	16	SU1140042200	51.178922, -1.8382937	Green_hay_bush	No	No	Yes	Yes	Below_median	Above_median	6.03183305239977
GF196	11	Stonehenge_2002_2017	Q1	2002	19	SU1480043200	51.187837, -1.7896132	Green_hay_bush	No	Yes	Yes	Yes	Below_median	Above_median	6.09102662528177
GF197	NA	Stonehenge_2002_2017	Q4	2002	19	SU1480043200	51.187837, -1.7896132	Green_hay_bush	No	Yes	Yes	Yes	Below_median	Above_median	6.82862754078413
GF198	NA	Stonehenge_2002_2017	Q7	2002	19	SU1480043200	51.187837, -1.7896132	Green_hay_bush	No	Yes	Yes	Yes	Below_median	Above_median	6.6690492288846
GF199	NA	Stonehenge_2002_2017	Q10	2002	19	SU1480043200	51.187837, -1.7896132	Green_hay_bush	No	Yes	Yes	Yes	Below_median	Above_median	6.66508285063664
GF200	NA	Stonehenge_2002_2017	Q13	2002	19	SU1480043200	51.187837, -1.7896132	Green_hay_bush	No	Yes	Yes	Yes	Below_median	Above_median	6.65186062473349
GF201	12	Stonehenge_2010	Q1	2010	11	SU1070043000	51.186129, -1.8482842	Green_hay_bush	No	Yes	Yes	Yes	Below_median	Below_median	6.63037760673463
GF202	NA	Stonehenge_2010	Q4	2010	11	SU1070043000	51.186129, -1.8482842	Green_hay_bush	No	Yes	Yes	Yes	Below_median	Below_median	5.45237987114274
GF203	NA	Stonehenge_2010	Q7	2010	11	SU1070043000	51.186129, -1.8482842	Green_hay_bush	No	Yes	Yes	Yes	Below_median	Below_median	6.73979673786155
GF204	NA	Stonehenge_2010	Q10	2010	11	SU1070043000	51.186129, -1.8482842	Green_hay_bush	No	Yes	Yes	Yes	Below_median	Below_median	6.88498916532283
GF205	NA	Stonehenge_2010	Q13	2010	11	SU1070043000	51.186129, -1.8482842	Green_hay_bush	No	Yes	Yes	Yes	Below_median	Below_median	6.13259303285729
GF206	13	Stonehenge_2011	Q1	2011	10	SU1050043600	51.191528, -1.8511284	Green_hay_bush	No	Yes	Yes	Yes	Below_median	Below_median	7.11757715202358
GF207	NA	Stonehenge_2011	Q4	2011	10	SU1050043600	51.191528, -1.8511284	Green_hay_bush	No	Yes	Yes	Yes	Below_median	Below_median	7.01699578269846
GF208	NA	Stonehenge_2011	Q7	2011	10	SU1050043600	51.191528, -1.8511284	Green_hay_bush	No	Yes	Yes	Yes	Below_median	Below_median	6.43391345143693
GF209	NA	Stonehenge_2011	Q10	2011	10	SU1050043600	51.191528, -1.8511284	Green_hay_bush	No	Yes	Yes	Yes	Below_median	Below_median	7.37644253601988
GF210	NA	Stonehenge_2011	Q13	2011	10	SU1050043600	51.191528, -1.8511284	Green_hay_bush	No	Yes	Yes	Yes	Below_median	Below_median	5.87607488934668
GF211	14	Stonehenge_-_Luxenborough_BankB	Q1	2000	21	SU1290041900	51.176193, -1.8168457	Green_hay_bush	Yes	No	Yes	Yes	Below_median	Above_median	5.58738544559507
GF212	NA	Stonehenge_-_Luxenborough_BankB	Q4	2000	21	SU1290041900	51.176193, -1.8168457	Green_hay_bush	Yes	No	Yes	Yes	Below_median	Above_median	7.04857494443555
GF213	NA	Stonehenge_-_Luxenborough_BankB	Q7	2000	21	SU1290041900	51.176193, -1.8168457	Green_hay_bush	Yes	No	Yes	Yes	Below_median	Above_median	6.87003208350675
GF214	NA	Stonehenge_-_Luxenborough_BankB	Q10	2000	21	SU1290041900	51.176193, -1.8168457	Green_hay_bush	Yes	No	Yes	Yes	Below_median	Above_median	2.91404330221667
GF215	NA	Stonehenge_-_Luxenborough_BankB	Q13	2000	21	SU1290041900	51.176193, -1.8168457	Green_hay_bush	Yes	No	Yes	Yes	Below_median	Above_median	6.46271826551891
GF216	15	Watlington_natural_reversion	Q1	2000	21	SU7050293600	51.636798, -0.98266944	Natural_regen	No	No	Yes	No	Below_median	Above_median	6.38191331002902
GF217	NA	Watlington_natural_reversion	Q4	2000	21	SU7050293600	51.636798, -0.98266944	Natural_regen	No	No	Yes	No	Below_median	Above_median	6.51672526473519
GF218	NA	Watlington_natural_reversion	Q7	2000	21	SU7050293600	51.636798, -0.98266944	Natural_regen	No	No	Yes	No	Below_median	Above_median	6.55221403105592
GF219	NA	Watlington_natural_reversion	Q10	2000	21	SU7050293600	51.636798, -0.98266944	Natural_regen	No	No	Yes	No	Below_median	Above_median	5.68198877304275
GF220	NA	Watlington_natural_reversion	Q13	2000	21	SU7050293600	51.636798, -0.98266944	Natural_regen	No	No	Yes	No	Below_median	Above_median	4.98453174954627
GF221	16	St_Catherines_A3	Q1	1994	27	SU4812327449	51.044386, -1.3149275	Green_hay_bush	Yes	Yes	Yes	No	Below_median	Above_median	5.81165929346143
GF222	NA	St_Catherines_A3	Q4	1994	27	SU4812327449	51.044386, -1.3149275	Green_hay_bush	Yes	Yes	Yes	No	Below_median	Above_median	6.27359180750553
GF223	NA	St_Catherines_A3	Q7	1994	27	SU4812327449	51.044386, -1.3149275	Green_hay_bush	Yes	Yes	Yes	No	Below_median	Above_median	5.9534087372413
GF224	NA	St_Catherines_A3	Q10	1994	27	SU4812327449	51.044386, -1.3149275	Green_hay_bush	Yes	Yes	Yes	No	Below_median	Above_median	7.1671800644109
GF225	NA	St_Catherines_A3	Q13	1994	27	SU4812327449	51.044386, -1.3149275	Green_hay_bush	Yes	Yes	Yes	No	Below_median	Above_median	6.78871720762178
GF226	17	HARLEY_FARMS_Chittern	Q1	2013	8	ST9762044730	51.201778, -2.0354461	seed_mix	Yes	Yes	No	Yes	Below_median	Below_median	4.97890110662459
GF227	NA	HARLEY_FARMS_Chittern	Q4	2013	8	ST9762044730	51.201778, -2.0354461	seed_mix	Yes	Yes	No	Yes	Below_median	Below_median	6.97414512750078
GF228	NA	HARLEY_FARMS_Chittern	Q7	2013	8	ST9762044730	51.201778, -2.0354461	seed_mix	Yes	Yes	No	Yes	Below_median	Below_median	6.57434319695022
GF229	NA	HARLEY_FARMS_Chittern	Q10	2013	8	ST9762044730	51.201778, -2.0354461	seed_mix	Yes	Yes	No	Yes	Below_median	Below_median	5.25156024030002
GF230	NA	HARLEY_FARMS_Chittern	Q13	2013	8	ST9762044730	51.201778, -2.0354461	seed_mix	Yes	Yes	No	Yes	Below_median	Below_median	6.30701769917332
GF231	18	HARLEY_FARMS_New1	Q1	2020	1	ST9346829822	51.067692, -2.0945983	seed_mix	No	Yes	No	No	Below_median	Below_median	5.73617271925551
GF232	NA	HARLEY_FARMS_New1	Q4	2020	1	ST9346829822	51.067692, -2.0945983	seed_mix	No	Yes	No	No	Below_median	Below_median	6.1196673422845
GF233	NA	HARLEY_FARMS_New1	Q7	2020	1	ST9346829822	51.067692, -2.0945983	seed_mix	No	Yes	No	No	Below_median	Below_median	4.76156509617903
GF234	NA	HARLEY_FARMS_New1	Q10	2020	1	ST9346829822	51.067692, -2.0945983	seed_mix	No	Yes	No	No	Below_median	Below_median	4.76039284708837
GF235	NA	HARLEY_FARMS_New1	Q13	2020	1	ST9346829822	51.067692, -2.0945983	seed_mix	No	Yes	No	No	Below_median	Below_median	6.34275278681213
GF236	19	HARLEY_FARMS_new2b	Q1	2020	1	ST9242629613	51.065799, -2.1094648	seed_mix	Yes	No	No	No	Below_median	Below_median	5.89774730106185
GF237	NA	HARLEY_FARMS_new2b	Q4	2020	1	ST9242629613	51.065799, -2.1094648	seed_mix	Yes	No	No	No	Below_median	Below_median	6.31777076679731
GF238	NA	HARLEY_FARMS_new2b	Q7	2020	1	ST9242629613	51.065799, -2.1094648	seed_mix	Yes	No	No	No	Below_median	Below_median	6.09967256811841
GF239	NA	HARLEY_FARMS_new2b	Q10	2020	1	ST9242629613	51.065799, -2.1094648	seed_mix	Yes	No	No	No	Below_median	Below_median	6.4007421029857
GF240	NA	HARLEY_FARMS_new2b	Q13	2020	1	ST9242629613	51.065799, -2.1094648	seed_mix	Yes	No	No	No	Below_median	Below_median	5.7741269412583
GF242	NA	WINDMILL_farm	Q4	1990	31	SU7176229761	51.06271, -0.97732036	seed_mix	Yes	Yes	Yes	Yes	Below_median	Above_median	6.95720564867719
GF243	NA	WINDMILL_farm	Q7	1990	31	SU7176229761	51.06271, -0.97732036	seed_mix	Yes	Yes	Yes	Yes	Below_median	Above_median	6.91810319751569
GF244	NA	WINDMILL_farm	Q10	1990	31	SU7176229761	51.06271, -0.97732036	seed_mix	Yes	Yes	Yes	Yes	Below_median	Above_median	6.78927523364819
GF245	NA	WINDMILL_farm	Q13	1990	31	SU7176229761	51.06271, -0.97732036	seed_mix	Yes	Yes	Yes	Yes	Below_median	Above_median	6.59128620373992
GF246	21	DRUIDS	Q1	2002	19	SU2964250324	51.251319, -1.5766624	seed_mix	Yes	Yes	Yes	Yes	Below_median	Above_median	6.58486358810897
GF247	NA	DRUIDS	Q4	2002	19	SU2964250324	51.251319, -1.5766624	seed_mix	Yes	Yes	Yes	Yes	Below_median	Above_median	4.54297171865885
GF248	NA	DRUIDS	Q7	2002	19	SU2964250324	51.251319, -1.5766624	seed_mix	Yes	Yes	Yes	Yes	Below_median	Above_median	6.36745662329689
GF249	NA	DRUIDS	Q10	2002	19	SU2964250324	51.251319, -1.5766624	seed_mix	Yes	Yes	Yes	Yes	Below_median	Above_median	6.20147142762529
GF250	NA	DRUIDS	Q13	2002	19	SU2964250324	51.251319, -1.5766624	seed_mix	Yes	Yes	Yes	Yes	Below_median	Above_median	6.49545485314511
GF251	22	Stratton_Wood	Q1	1995	26	SU1647289260	51.601942, -1.7635665	seed_mix	Yes	No	No	Yes	Below_median	Above_median	5.53405459286984
GF252	NA	Stratton_Wood	Q4	1995	26	SU1647289260	51.601942, -1.7635665	seed_mix	Yes	No	No	Yes	Below_median	Above_median	6.13028725393215
GF253	NA	Stratton_Wood	Q7	1995	26	SU1647289260	51.601942, -1.7635665	seed_mix	Yes	No	No	Yes	Below_median	Above_median	4.31964047728762
GF254	NA	Stratton_Wood	Q10	1995	26	SU1647289260	51.601942, -1.7635665	seed_mix	Yes	No	No	Yes	Below_median	Above_median	6.01875401952587
GF255	NA	Stratton_Wood	Q13	1995	26	SU1647289260	51.601942, -1.7635665	seed_mix	Yes	No	No	Yes	Below_median	Above_median	5.81071074616664
GF256	23	WESTMEAD_FARM	Q1	2000	21	SU6317525168	51.022422, -1.1006408	seed_mix	Yes	No	Yes	No	Below_median	Above_median	6.33749911517173
GF257	NA	WESTMEAD_FARM	Q4	2000	21	SU6317525168	51.022422, -1.1006408	seed_mix	Yes	No	Yes	No	Below_median	Above_median	6.18102951476884
GF258	NA	WESTMEAD_FARM	Q7	2000	21	SU6317525168	51.022422, -1.1006408	seed_mix	Yes	No	Yes	No	Below_median	Above_median	6.74227332676333
GF259	NA	WESTMEAD_FARM	Q10	2000	21	SU6317525168	51.022422, -1.1006408	seed_mix	Yes	No	Yes	No	Below_median	Above_median	6.93258430442708
GF260	NA	WESTMEAD_FARM	Q13	2000	21	SU6317525168	51.022422, -1.1006408	seed_mix	Yes	No	Yes	No	Below_median	Above_median	5.96207216553353
GF261	24	RSPB_orig_green	Q1	2006	15	SU2135640329	51.161815, -1.6959767	Green_hay_bush	No	Yes	Yes	No	Above_median	Above_median	3.91731788080358
GF262	NA	RSPB_orig_green	Q4	2006	15	SU2135640329	51.161815, -1.6959767	Green_hay_bush	No	Yes	Yes	No	Above_median	Above_median	5.37721557924254
GF263	NA	RSPB_orig_green	Q7	2006	15	SU2135640329	51.161815, -1.6959767	Green_hay_bush	No	Yes	Yes	No	Above_median	Above_median	6.01724792161041
GF264	NA	RSPB_orig_green	Q10	2006	15	SU2135640329	51.161815, -1.6959767	Green_hay_bush	No	Yes	Yes	No	Above_median	Above_median	6.76810910610209
GF265	NA	RSPB_orig_green	Q13	2006	15	SU2135640329	51.161815, -1.6959767	Green_hay_bush	No	Yes	Yes	No	Above_median	Above_median	4.94864883749903
GF266	25	RSPB_churchil	Q1	2010	11	SU2075340336	51.1619, -1.7045994	Green_hay_bush	No	No	Yes	No	Above_median	Below_median	6.25670300798231
GF267	NA	RSPB_churchil	Q4	2010	11	SU2075340336	51.1619, -1.7045994	Green_hay_bush	No	No	Yes	No	Above_median	Below_median	5.01815198418432
GF268	NA	RSPB_churchil	Q7	2010	11	SU2075340336	51.1619, -1.7045994	Green_hay_bush	No	No	Yes	No	Above_median	Below_median	5.94517333606942
GF269	NA	RSPB_churchil	Q10	2010	11	SU2075340336	51.1619, -1.7045994	Green_hay_bush	No	No	Yes	No	Above_median	Below_median	5.87654321562181
GF270	NA	RSPB_churchil	Q13	2010	11	SU2075340336	51.1619, -1.7045994	Green_hay_bush	No	No	Yes	No	Above_median	Below_median	6.16442800579663
GF271	26	RSPB_junction	Q1	2007	14	SU2267739280	51.152332, -1.6771517	Green_hay_bush	No	No	Yes	No	Above_median	Below_median	5.77473050045068
GF272	NA	RSPB_junction	Q4	2007	14	SU2267739280	51.152332, -1.6771517	Green_hay_bush	No	No	Yes	No	Above_median	Below_median	5.82553305153368
GF273	NA	RSPB_junction	Q7	2007	14	SU2267739280	51.152332, -1.6771517	Green_hay_bush	No	No	Yes	No	Above_median	Below_median	5.85345338776356
GF274	NA	RSPB_junction	Q10	2007	14	SU2267739280	51.152332, -1.6771517	Green_hay_bush	No	No	Yes	No	Above_median	Below_median	5.49891002390552
GF275	NA	RSPB_junction	Q13	2007	14	SU2267739280	51.152332, -1.6771517	Green_hay_bush	No	No	Yes	No	Above_median	Below_median	6.34344989604206
GF276	27	RSPB_Mainline	Q1	2016	5	SU2250539212	51.151728, -1.6796151	Green_hay_bush	No	No	Yes	No	Above_median	Below_median	5.68211312946322
GF277	NA	RSPB_Mainline	Q4	2016	5	SU2250539212	51.151728, -1.6796151	Green_hay_bush	No	No	Yes	No	Above_median	Below_median	4.9829058847538
GF278	NA	RSPB_Mainline	Q7	2016	5	SU2250539212	51.151728, -1.6796151	Green_hay_bush	No	No	Yes	No	Above_median	Below_median	5.3120983046465
GF279	NA	RSPB_Mainline	Q10	2016	5	SU2250539212	51.151728, -1.6796151	Green_hay_bush	No	No	Yes	No	Above_median	Below_median	4.81431037768363
GF280	NA	RSPB_Mainline	Q13	2016	5	SU2250539212	51.151728, -1.6796151	Green_hay_bush	No	No	Yes	No	Above_median	Below_median	6.28455556584956
GF281	28	Baltic_farm_1	Q1	2005	16	SU0459767825	51.40943, -1.9352946	Green_hay_bush	Yes	Yes	Yes	No	Above_median	Above_median	6.27759626291151
GF282	NA	Baltic_farm_1	Q4	2005	16	SU0459767825	51.40943, -1.9352946	Green_hay_bush	Yes	Yes	Yes	No	Above_median	Above_median	6.96306823566926
GF283	NA	Baltic_farm_1	Q7	2005	16	SU0459767825	51.40943, -1.9352946	Green_hay_bush	Yes	Yes	Yes	No	Above_median	Above_median	4.92577747589955
GF284	NA	Baltic_farm_1	Q10	2005	16	SU0459767825	51.40943, -1.9352946	Green_hay_bush	Yes	Yes	Yes	No	Above_median	Above_median	6.04854103601473
GF285	NA	Baltic_farm_1	Q13	2005	16	SU0459767825	51.40943, -1.9352946	Green_hay_bush	Yes	Yes	Yes	No	Above_median	Above_median	6.27456455138955
GF286	29	Baltic_farm_2	Q1	1998	23	SU0306867167	51.403524, -1.9572835	Green_hay_bush	Yes	Yes	Yes	No	Above_median	Above_median	4.17810392801692
GF287	NA	Baltic_farm_2	Q4	1998	23	SU0306867167	51.403524, -1.9572835	Green_hay_bush	Yes	Yes	Yes	No	Above_median	Above_median	3.30999631588294
GF288	NA	Baltic_farm_2	Q7	1998	23	SU0306867167	51.403524, -1.9572835	Green_hay_bush	Yes	Yes	Yes	No	Above_median	Above_median	6.15787225627489
GF289	NA	Baltic_farm_2	Q10	1998	23	SU0306867167	51.403524, -1.9572835	Green_hay_bush	Yes	Yes	Yes	No	Above_median	Above_median	3.27908927135289
GF291	30	WestEndFarm	Q1	2019	2	SU0297366901	51.401133, -1.9586514	Green_hay_bush	Yes	No	Yes	Yes	Above_median	Below_median	2.87964201212029
GF292	NA	WestEndFarm	Q4	2019	2	SU0297366901	51.401133, -1.9586514	Green_hay_bush	Yes	No	Yes	Yes	Above_median	Below_median	5.13654479049595
GF293	NA	WestEndFarm	Q7	2019	2	SU0297366901	51.401133, -1.9586514	Green_hay_bush	Yes	No	Yes	Yes	Above_median	Below_median	4.08034052924811
GF294	NA	WestEndFarm	Q10	2019	2	SU0297366901	51.401133, -1.9586514	Green_hay_bush	Yes	No	Yes	Yes	Above_median	Below_median	4.86822162586371
GF295	NA	WestEndFarm	Q13	2019	2	SU0297366901	51.401133, -1.9586514	Green_hay_bush	Yes	No	Yes	Yes	Above_median	Below_median	4.3289582487229
GF296	31	HorntonHouseFarm_1_parallel	Q1	2016	5	SU0584565118	51.385079, -1.917395	seed_mix	Yes	Yes	Yes	No	Above_median	Below_median	5.32329483119504
GF297	NA	HorntonHouseFarm_1_parallel	Q4	2016	5	SU0584565118	51.385079, -1.917395	seed_mix	Yes	Yes	Yes	No	Above_median	Below_median	4.60048844258832
GF298	NA	HorntonHouseFarm_1_parallel	Q7	2016	5	SU0584565118	51.385079, -1.917395	seed_mix	Yes	Yes	Yes	No	Above_median	Below_median	4.93297577162898
GF299	NA	HorntonHouseFarm_1_parallel	Q10	2016	5	SU0584565118	51.385079, -1.917395	seed_mix	Yes	Yes	Yes	No	Above_median	Below_median	6.60032029770981
GF300	NA	HorntonHouseFarm_1_parallel	Q13	2016	5	SU0584565118	51.385079, -1.917395	seed_mix	Yes	Yes	Yes	No	Above_median	Below_median	5.90908176112973
GF301	32	TownsendFarm_1	Q1	2017	4	SU0775065316	51.386837, -1.8900159	seed_mix	Yes	No	Yes	No	Above_median	Below_median	6.59554898982831
GF302	NA	TownsendFarm_1	Q4	2017	4	SU0775065316	51.386837, -1.8900159	seed_mix	Yes	No	Yes	No	Above_median	Below_median	5.2172909038715
GF303	NA	TownsendFarm_1	Q7	2017	4	SU0775065316	51.386837, -1.8900159	seed_mix	Yes	No	Yes	No	Above_median	Below_median	5.99445914971896
GF304	NA	TownsendFarm_1	Q10	2017	4	SU0775065316	51.386837, -1.8900159	seed_mix	Yes	No	Yes	No	Above_median	Below_median	5.02757134776328
GF305	NA	TownsendFarm_1	Q13	2017	4	SU0775065316	51.386837, -1.8900159	seed_mix	Yes	No	Yes	No	Above_median	Below_median	6.56213380881877
GF306	33	TownsendFarm_2	Q1	2010	11	SU0705164722	51.381505, -1.9000725	seed_mix	Yes	No	Yes	No	Above_median	Below_median	5.41251409388258
GF307	NA	TownsendFarm_2	Q4	2010	11	SU0705164722	51.381505, -1.9000725	seed_mix	Yes	No	Yes	No	Above_median	Below_median	6.54085988842859
GF308	NA	TownsendFarm_2	Q7	2010	11	SU0705164722	51.381505, -1.9000725	seed_mix	Yes	No	Yes	No	Above_median	Below_median	5.98163197354177
GF309	NA	TownsendFarm_2	Q10	2010	11	SU0705164722	51.381505, -1.9000725	seed_mix	Yes	No	Yes	No	Above_median	Below_median	6.57947531805913
GF310	NA	TownsendFarm_2	Q13	2010	11	SU0705164722	51.381505, -1.9000725	seed_mix	Yes	No	Yes	No	Above_median	Below_median	4.26913074664337
